Phone Model,Operating System,Features,Brand,Warranty Period,Network Connections,Storage Capacity,Color Family,Memory RAM,Camera,Phone Screen Size
1352.json,6,-1,43,-1,1,3,10,8,10,2
1352.json,6,-1,43,-1,1,3,10,8,12,2
1352.json,6,-1,43,-1,1,3,10,8,14,2
1352.json,6,-1,43,-1,1,3,15,8,1,2
1352.json,6,-1,43,-1,1,3,15,8,2,2
1352.json,6,-1,43,-1,1,3,15,8,3,2
1352.json,6,-1,43,-1,1,3,15,8,4,2
1352.json,6,-1,43,-1,1,3,15,8,5,2
1352.json,6,-1,43,-1,1,3,15,8,6,2
1352.json,6,-1,43,-1,1,3,15,8,10,2
1352.json,6,-1,43,-1,1,3,15,8,12,2
1352.json,6,-1,43,-1,1,3,15,8,14,2
1352.json,6,-1,43,-1,1,17,3,8,1,2
1352.json,6,-1,43,-1,1,17,3,8,2,2
1352.json,6,-1,43,-1,1,17,3,8,3,2
1352.json,6,-1,43,-1,1,17,3,8,4,2
1352.json,6,-1,43,-1,1,17,3,8,5,2
1352.json,6,-1,43,-1,1,17,3,8,6,2
1352.json,6,-1,43,-1,1,17,3,8,10,2
1352.json,6,-1,43,-1,1,17,3,8,12,2
1352.json,6,-1,43,-1,1,17,3,8,14,2
1352.json,6,-1,43,-1,1,17,4,8,1,2
1352.json,6,-1,43,-1,1,17,4,8,2,2
1352.json,6,-1,43,-1,1,17,4,8,3,2
1352.json,6,-1,43,-1,1,17,4,8,4,2
1352.json,6,-1,43,-1,1,17,4,8,5,2
1352.json,6,-1,43,-1,1,17,4,8,6,2
1352.json,6,-1,43,-1,1,17,4,8,10,2
1352.json,6,-1,43,-1,1,17,4,8,12,2
1352.json,6,-1,43,-1,1,17,4,8,14,2
1352.json,6,-1,43,-1,1,17,5,8,1,2
1352.json,6,-1,43,-1,1,17,5,8,2,2
1352.json,6,-1,43,-1,1,17,5,8,3,2
1352.json,6,-1,43,-1,1,17,5,8,4,2
1352.json,6,-1,43,-1,1,17,5,8,5,2
1352.json,6,-1,43,-1,1,17,5,8,6,2
1352.json,6,-1,43,-1,1,17,5,8,10,2
1352.json,6,-1,43,-1,1,17,5,8,12,2
1352.json,6,-1,43,-1,1,17,5,8,14,2
1352.json,6,-1,43,-1,1,17,8,8,1,2
1352.json,6,-1,43,-1,1,17,8,8,2,2
1352.json,6,-1,43,-1,1,17,8,8,3,2
1352.json,6,-1,43,-1,1,17,8,8,4,2
1352.json,6,-1,43,-1,1,17,8,8,5,2
1352.json,6,-1,43,-1,1,17,8,8,6,2
1352.json,6,-1,43,-1,1,17,8,8,10,2
1352.json,6,-1,43,-1,1,17,8,8,12,2
1352.json,6,-1,43,-1,1,17,8,8,14,2
1352.json,6,-1,43,-1,1,17,10,8,1,2
1352.json,6,-1,43,-1,1,17,10,8,2,2
1352.json,6,-1,43,-1,1,17,10,8,3,2
1352.json,6,-1,43,-1,1,17,10,8,4,2
1352.json,6,-1,43,-1,1,17,10,8,5,2
1352.json,6,-1,43,-1,1,17,10,8,6,2
1352.json,6,-1,43,-1,1,17,10,8,10,2
1352.json,6,-1,43,-1,1,17,10,8,12,2
1352.json,6,-1,43,-1,1,17,10,8,14,2
1352.json,6,-1,43,-1,1,17,15,8,1,2
1352.json,6,-1,43,-1,1,17,15,8,2,2
1352.json,6,-1,43,-1,1,17,15,8,3,2
1352.json,6,-1,43,-1,1,17,15,8,4,2
1352.json,6,-1,43,-1,1,17,15,8,5,2
1352.json,6,-1,43,-1,1,17,15,8,6,2
1352.json,6,-1,43,-1,1,17,15,8,10,2
1352.json,6,-1,43,-1,1,17,15,8,12,2
1352.json,6,-1,43,-1,1,17,15,8,14,2
1353.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
1353.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
1353.json,-1,-1,-1,-1,-1,-1,13,-1,-1,2
137.json,3,-1,52,-1,-1,-1,8,-1,-1,2
137.json,3,-1,52,-1,-1,-1,10,-1,-1,2
1371.json,6,-1,52,-1,-1,17,8,9,-1,4
1371.json,6,-1,52,-1,-1,17,8,4,-1,4
1371.json,6,-1,52,-1,-1,17,10,9,-1,4
1371.json,6,-1,52,-1,-1,17,10,4,-1,4
1383.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1389.json,-1,-1,-1,-1,-1,-1,19,-1,-1,2
1393.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
1393.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
1399.json,3,-1,9,-1,-1,-1,-1,-1,-1,2
1400.json,3,-1,9,-1,-1,-1,8,-1,-1,2
1400.json,3,-1,9,-1,-1,-1,10,-1,-1,2
1402.json,1,-1,2,-1,1,17,0,3,6,4
1402.json,1,-1,2,-1,1,17,17,3,6,4
1402.json,1,-1,2,-1,1,17,19,3,6,4
1402.json,1,-1,2,-1,1,17,20,3,6,4
1402.json,1,-1,2,-1,1,3,0,3,6,4
1402.json,1,-1,2,-1,1,3,17,3,6,4
1402.json,1,-1,2,-1,1,3,19,3,6,4
1402.json,1,-1,2,-1,1,3,20,3,6,4
1402.json,1,-1,2,-1,1,12,0,3,6,4
1402.json,1,-1,2,-1,1,12,17,3,6,4
1402.json,1,-1,2,-1,1,12,19,3,6,4
1402.json,1,-1,2,-1,1,12,20,3,6,4
1405.json,-1,-1,-1,-1,-1,-1,3,-1,-1,-1
1405.json,-1,-1,-1,-1,-1,-1,4,-1,-1,-1
1405.json,-1,-1,-1,-1,-1,-1,5,-1,-1,-1
1405.json,-1,-1,-1,-1,-1,-1,15,-1,-1,-1
1406.json,-1,-1,2,-1,-1,-1,19,-1,-1,2
1407.json,1,-1,2,-1,1,5,3,8,6,4
1407.json,1,-1,2,-1,1,5,4,8,6,4
1407.json,1,-1,2,-1,1,5,5,8,6,4
1407.json,1,-1,2,-1,1,5,9,8,6,4
1407.json,1,-1,2,-1,1,5,12,8,6,4
1407.json,1,-1,2,-1,1,5,15,8,6,4
1407.json,1,-1,2,-1,1,5,21,8,6,4
1407.json,1,-1,2,-1,1,5,25,8,6,4
1407.json,1,-1,2,-1,1,6,3,8,6,4
1407.json,1,-1,2,-1,1,6,4,8,6,4
1407.json,1,-1,2,-1,1,6,5,8,6,4
1407.json,1,-1,2,-1,1,6,9,8,6,4
1407.json,1,-1,2,-1,1,6,12,8,6,4
1407.json,1,-1,2,-1,1,6,15,8,6,4
1407.json,1,-1,2,-1,1,6,21,8,6,4
1407.json,1,-1,2,-1,1,6,25,8,6,4
1407.json,1,-1,2,-1,1,7,3,8,6,4
1407.json,1,-1,2,-1,1,7,4,8,6,4
1407.json,1,-1,2,-1,1,7,5,8,6,4
1407.json,1,-1,2,-1,1,7,9,8,6,4
1407.json,1,-1,2,-1,1,7,12,8,6,4
1407.json,1,-1,2,-1,1,7,15,8,6,4
1407.json,1,-1,2,-1,1,7,21,8,6,4
1407.json,1,-1,2,-1,1,7,25,8,6,4
1407.json,1,-1,2,-1,1,8,3,8,6,4
1407.json,1,-1,2,-1,1,8,4,8,6,4
1407.json,1,-1,2,-1,1,8,5,8,6,4
1407.json,1,-1,2,-1,1,8,9,8,6,4
1407.json,1,-1,2,-1,1,8,12,8,6,4
1407.json,1,-1,2,-1,1,8,15,8,6,4
1407.json,1,-1,2,-1,1,8,21,8,6,4
1407.json,1,-1,2,-1,1,8,25,8,6,4
1407.json,1,-1,2,-1,1,9,3,8,6,4
1407.json,1,-1,2,-1,1,9,4,8,6,4
1407.json,1,-1,2,-1,1,9,5,8,6,4
1407.json,1,-1,2,-1,1,9,9,8,6,4
1407.json,1,-1,2,-1,1,9,12,8,6,4
1407.json,1,-1,2,-1,1,9,15,8,6,4
1407.json,1,-1,2,-1,1,9,21,8,6,4
1407.json,1,-1,2,-1,1,9,25,8,6,4
1407.json,1,-1,2,-1,1,15,3,8,6,4
1407.json,1,-1,2,-1,1,15,4,8,6,4
1407.json,1,-1,2,-1,1,15,5,8,6,4
1407.json,1,-1,2,-1,1,15,9,8,6,4
1407.json,1,-1,2,-1,1,15,12,8,6,4
1407.json,1,-1,2,-1,1,15,15,8,6,4
1407.json,1,-1,2,-1,1,15,21,8,6,4
1407.json,1,-1,2,-1,1,15,25,8,6,4
1407.json,1,-1,2,-1,1,17,3,8,6,4
1407.json,1,-1,2,-1,1,17,4,8,6,4
1407.json,1,-1,2,-1,1,17,5,8,6,4
1407.json,1,-1,2,-1,1,17,9,8,6,4
1407.json,1,-1,2,-1,1,17,12,8,6,4
1407.json,1,-1,2,-1,1,17,15,8,6,4
1407.json,1,-1,2,-1,1,17,21,8,6,4
1407.json,1,-1,2,-1,1,17,25,8,6,4
1408.json,6,-1,2,-1,1,17,8,7,1,2
1408.json,6,-1,2,-1,1,17,8,7,13,2
1408.json,6,-1,2,-1,1,17,10,7,1,2
1408.json,6,-1,2,-1,1,17,10,7,13,2
1408.json,6,-1,2,-1,1,17,19,7,1,2
1408.json,6,-1,2,-1,1,17,19,7,13,2
1408.json,6,-1,2,-1,1,17,13,7,1,2
1408.json,6,-1,2,-1,1,17,13,7,13,2
1408.json,6,-1,2,-1,1,3,8,7,1,2
1408.json,6,-1,2,-1,1,3,8,7,13,2
1408.json,6,-1,2,-1,1,3,10,7,1,2
1408.json,6,-1,2,-1,1,3,10,7,13,2
1408.json,6,-1,2,-1,1,3,19,7,1,2
1408.json,6,-1,2,-1,1,3,19,7,13,2
1408.json,6,-1,2,-1,1,3,13,7,1,2
1408.json,6,-1,2,-1,1,3,13,7,13,2
1408.json,6,-1,2,-1,1,12,8,7,1,2
1408.json,6,-1,2,-1,1,12,8,7,13,2
1408.json,6,-1,2,-1,1,12,10,7,1,2
1408.json,6,-1,2,-1,1,12,10,7,13,2
1408.json,6,-1,2,-1,1,12,19,7,1,2
1408.json,6,-1,2,-1,1,12,19,7,13,2
1408.json,6,-1,2,-1,1,12,13,7,1,2
1408.json,6,-1,2,-1,1,12,13,7,13,2
1409.json,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
1412.json,3,-1,52,-1,-1,-1,8,-1,-1,2
1412.json,3,-1,52,-1,-1,-1,10,-1,-1,2
1412.json,3,-1,52,-1,-1,-1,19,-1,-1,2
1413.json,-1,-1,41,-1,-1,-1,-1,-1,-1,2
1415.json,6,-1,55,-1,1,16,3,3,8,2
1415.json,6,-1,55,-1,1,16,3,3,1,2
1415.json,6,-1,55,-1,1,16,4,3,8,2
1415.json,6,-1,55,-1,1,16,4,3,1,2
1415.json,6,-1,55,-1,1,16,5,3,8,2
1415.json,6,-1,55,-1,1,16,5,3,1,2
1415.json,6,-1,55,-1,1,16,8,3,8,2
1415.json,6,-1,55,-1,1,16,8,3,1,2
1415.json,6,-1,55,-1,1,16,10,3,8,2
1415.json,6,-1,55,-1,1,16,10,3,1,2
1415.json,6,-1,55,-1,1,16,13,3,8,2
1415.json,6,-1,55,-1,1,16,13,3,1,2
1415.json,6,-1,55,-1,1,16,15,3,8,2
1415.json,6,-1,55,-1,1,16,15,3,1,2
1415.json,6,-1,55,-1,1,1,3,3,8,2
1415.json,6,-1,55,-1,1,1,3,3,1,2
1415.json,6,-1,55,-1,1,1,4,3,8,2
1415.json,6,-1,55,-1,1,1,4,3,1,2
1415.json,6,-1,55,-1,1,1,5,3,8,2
1415.json,6,-1,55,-1,1,1,5,3,1,2
1415.json,6,-1,55,-1,1,1,8,3,8,2
1415.json,6,-1,55,-1,1,1,8,3,1,2
1415.json,6,-1,55,-1,1,1,10,3,8,2
1415.json,6,-1,55,-1,1,1,10,3,1,2
1415.json,6,-1,55,-1,1,1,13,3,8,2
1415.json,6,-1,55,-1,1,1,13,3,1,2
1415.json,6,-1,55,-1,1,1,15,3,8,2
1415.json,6,-1,55,-1,1,1,15,3,1,2
1415.json,6,-1,55,-1,1,4,3,3,8,2
1415.json,6,-1,55,-1,1,4,3,3,1,2
1415.json,6,-1,55,-1,1,4,4,3,8,2
1415.json,6,-1,55,-1,1,4,4,3,1,2
1415.json,6,-1,55,-1,1,4,5,3,8,2
1415.json,6,-1,55,-1,1,4,5,3,1,2
1415.json,6,-1,55,-1,1,4,8,3,8,2
1415.json,6,-1,55,-1,1,4,8,3,1,2
1415.json,6,-1,55,-1,1,4,10,3,8,2
1415.json,6,-1,55,-1,1,4,10,3,1,2
1415.json,6,-1,55,-1,1,4,13,3,8,2
1415.json,6,-1,55,-1,1,4,13,3,1,2
1415.json,6,-1,55,-1,1,4,15,3,8,2
1415.json,6,-1,55,-1,1,4,15,3,1,2
1418.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
1418.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
142.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
142.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
142.json,-1,-1,-1,-1,-1,-1,19,-1,-1,2
1420.json,-1,-1,2,-1,-1,-1,20,-1,-1,2
1423.json,-1,-1,43,-1,-1,-1,-1,-1,-1,-1
1452.json,6,-1,52,-1,-1,1,3,5,8,2
1452.json,6,-1,52,-1,-1,1,3,5,1,2
1452.json,6,-1,52,-1,-1,1,3,5,9,2
1452.json,6,-1,52,-1,-1,1,4,5,8,2
1452.json,6,-1,52,-1,-1,1,4,5,1,2
1452.json,6,-1,52,-1,-1,1,4,5,9,2
1452.json,6,-1,52,-1,-1,1,5,5,8,2
1452.json,6,-1,52,-1,-1,1,5,5,1,2
1452.json,6,-1,52,-1,-1,1,5,5,9,2
1452.json,6,-1,52,-1,-1,1,15,5,8,2
1452.json,6,-1,52,-1,-1,1,15,5,1,2
1452.json,6,-1,52,-1,-1,1,15,5,9,2
1452.json,6,-1,52,-1,-1,1,18,5,8,2
1452.json,6,-1,52,-1,-1,1,18,5,1,2
1452.json,6,-1,52,-1,-1,1,18,5,9,2
1452.json,6,-1,52,-1,-1,1,22,5,8,2
1452.json,6,-1,52,-1,-1,1,22,5,1,2
1452.json,6,-1,52,-1,-1,1,22,5,9,2
1452.json,6,-1,52,-1,-1,3,3,5,8,2
1452.json,6,-1,52,-1,-1,3,3,5,1,2
1452.json,6,-1,52,-1,-1,3,3,5,9,2
1452.json,6,-1,52,-1,-1,3,4,5,8,2
1452.json,6,-1,52,-1,-1,3,4,5,1,2
1452.json,6,-1,52,-1,-1,3,4,5,9,2
1452.json,6,-1,52,-1,-1,3,5,5,8,2
1452.json,6,-1,52,-1,-1,3,5,5,1,2
1452.json,6,-1,52,-1,-1,3,5,5,9,2
1452.json,6,-1,52,-1,-1,3,15,5,8,2
1452.json,6,-1,52,-1,-1,3,15,5,1,2
1452.json,6,-1,52,-1,-1,3,15,5,9,2
1452.json,6,-1,52,-1,-1,3,18,5,8,2
1452.json,6,-1,52,-1,-1,3,18,5,1,2
1452.json,6,-1,52,-1,-1,3,18,5,9,2
1452.json,6,-1,52,-1,-1,3,22,5,8,2
1452.json,6,-1,52,-1,-1,3,22,5,1,2
1452.json,6,-1,52,-1,-1,3,22,5,9,2
1452.json,6,-1,52,-1,-1,12,3,5,8,2
1452.json,6,-1,52,-1,-1,12,3,5,1,2
1452.json,6,-1,52,-1,-1,12,3,5,9,2
1452.json,6,-1,52,-1,-1,12,4,5,8,2
1452.json,6,-1,52,-1,-1,12,4,5,1,2
1452.json,6,-1,52,-1,-1,12,4,5,9,2
1452.json,6,-1,52,-1,-1,12,5,5,8,2
1452.json,6,-1,52,-1,-1,12,5,5,1,2
1452.json,6,-1,52,-1,-1,12,5,5,9,2
1452.json,6,-1,52,-1,-1,12,15,5,8,2
1452.json,6,-1,52,-1,-1,12,15,5,1,2
1452.json,6,-1,52,-1,-1,12,15,5,9,2
1452.json,6,-1,52,-1,-1,12,18,5,8,2
1452.json,6,-1,52,-1,-1,12,18,5,1,2
1452.json,6,-1,52,-1,-1,12,18,5,9,2
1452.json,6,-1,52,-1,-1,12,22,5,8,2
1452.json,6,-1,52,-1,-1,12,22,5,1,2
1452.json,6,-1,52,-1,-1,12,22,5,9,2
1454.json,6,-1,-1,-1,0,12,0,7,1,2
1454.json,6,-1,-1,-1,0,12,6,7,1,2
1454.json,6,-1,-1,-1,0,12,7,7,1,2
1454.json,6,-1,-1,-1,0,12,8,7,1,2
1454.json,6,-1,-1,-1,0,12,10,7,1,2
1454.json,6,-1,-1,-1,0,12,13,7,1,2
1454.json,6,-1,-1,-1,0,12,17,7,1,2
1454.json,6,-1,-1,-1,0,12,24,7,1,2
1454.json,6,-1,-1,-1,1,12,0,7,1,2
1454.json,6,-1,-1,-1,1,12,6,7,1,2
1454.json,6,-1,-1,-1,1,12,7,7,1,2
1454.json,6,-1,-1,-1,1,12,8,7,1,2
1454.json,6,-1,-1,-1,1,12,10,7,1,2
1454.json,6,-1,-1,-1,1,12,13,7,1,2
1454.json,6,-1,-1,-1,1,12,17,7,1,2
1454.json,6,-1,-1,-1,1,12,24,7,1,2
1456.json,-1,-1,-1,-1,-1,-1,18,-1,-1,-1
1456.json,-1,-1,-1,-1,-1,-1,22,-1,-1,-1
1457.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1458.json,3,-1,41,-1,-1,-1,8,-1,-1,2
1458.json,3,-1,41,-1,-1,-1,10,-1,-1,2
1459.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1476.json,6,-1,43,-1,-1,1,3,4,1,2
1476.json,6,-1,43,-1,-1,1,4,4,1,2
1476.json,6,-1,43,-1,-1,1,5,4,1,2
1476.json,6,-1,43,-1,-1,1,6,4,1,2
1476.json,6,-1,43,-1,-1,1,15,4,1,2
1476.json,6,-1,43,-1,-1,4,3,4,1,2
1476.json,6,-1,43,-1,-1,4,4,4,1,2
1476.json,6,-1,43,-1,-1,4,5,4,1,2
1476.json,6,-1,43,-1,-1,4,6,4,1,2
1476.json,6,-1,43,-1,-1,4,15,4,1,2
1477.json,6,-1,43,-1,1,3,8,4,6,2
1477.json,6,-1,43,-1,1,3,10,4,6,2
1477.json,6,-1,43,-1,1,3,20,4,6,2
1478.json,6,-1,-1,-1,0,3,8,5,6,2
1478.json,6,-1,-1,-1,0,3,10,5,6,2
1478.json,6,-1,-1,-1,0,12,8,5,6,2
1478.json,6,-1,-1,-1,0,12,10,5,6,2
1479.json,6,-1,43,-1,-1,17,8,7,6,2
1479.json,6,-1,43,-1,-1,17,9,7,6,2
1479.json,6,-1,43,-1,-1,17,10,7,6,2
1479.json,6,-1,43,-1,-1,17,12,7,6,2
1479.json,6,-1,43,-1,-1,17,24,7,6,2
1479.json,6,-1,43,-1,-1,12,8,7,6,2
1479.json,6,-1,43,-1,-1,12,9,7,6,2
1479.json,6,-1,43,-1,-1,12,10,7,6,2
1479.json,6,-1,43,-1,-1,12,12,7,6,2
1479.json,6,-1,43,-1,-1,12,24,7,6,2
1480.json,6,-1,43,-1,-1,3,8,5,8,2
1480.json,6,-1,43,-1,-1,3,8,5,1,2
1480.json,6,-1,43,-1,-1,3,9,5,8,2
1480.json,6,-1,43,-1,-1,3,9,5,1,2
1480.json,6,-1,43,-1,-1,3,10,5,8,2
1480.json,6,-1,43,-1,-1,3,10,5,1,2
1480.json,6,-1,43,-1,-1,3,12,5,8,2
1480.json,6,-1,43,-1,-1,3,12,5,1,2
1480.json,6,-1,43,-1,-1,12,8,5,8,2
1480.json,6,-1,43,-1,-1,12,8,5,1,2
1480.json,6,-1,43,-1,-1,12,9,5,8,2
1480.json,6,-1,43,-1,-1,12,9,5,1,2
1480.json,6,-1,43,-1,-1,12,10,5,8,2
1480.json,6,-1,43,-1,-1,12,10,5,1,2
1480.json,6,-1,43,-1,-1,12,12,5,8,2
1480.json,6,-1,43,-1,-1,12,12,5,1,2
1481.json,6,-1,43,-1,-1,3,8,5,8,2
1481.json,6,-1,43,-1,-1,3,8,5,1,2
1481.json,6,-1,43,-1,-1,3,9,5,8,2
1481.json,6,-1,43,-1,-1,3,9,5,1,2
1481.json,6,-1,43,-1,-1,3,10,5,8,2
1481.json,6,-1,43,-1,-1,3,10,5,1,2
1481.json,6,-1,43,-1,-1,3,12,5,8,2
1481.json,6,-1,43,-1,-1,3,12,5,1,2
1481.json,6,-1,43,-1,-1,12,8,5,8,2
1481.json,6,-1,43,-1,-1,12,8,5,1,2
1481.json,6,-1,43,-1,-1,12,9,5,8,2
1481.json,6,-1,43,-1,-1,12,9,5,1,2
1481.json,6,-1,43,-1,-1,12,10,5,8,2
1481.json,6,-1,43,-1,-1,12,10,5,1,2
1481.json,6,-1,43,-1,-1,12,12,5,8,2
1481.json,6,-1,43,-1,-1,12,12,5,1,2
1482.json,6,-1,43,-1,-1,17,3,5,1,2
1482.json,6,-1,43,-1,-1,17,4,5,1,2
1482.json,6,-1,43,-1,-1,17,5,5,1,2
1482.json,6,-1,43,-1,-1,17,9,5,1,2
1482.json,6,-1,43,-1,-1,17,12,5,1,2
1482.json,6,-1,43,-1,-1,17,15,5,1,2
1482.json,6,-1,43,-1,-1,3,3,5,1,2
1482.json,6,-1,43,-1,-1,3,4,5,1,2
1482.json,6,-1,43,-1,-1,3,5,5,1,2
1482.json,6,-1,43,-1,-1,3,9,5,1,2
1482.json,6,-1,43,-1,-1,3,12,5,1,2
1482.json,6,-1,43,-1,-1,3,15,5,1,2
1482.json,6,-1,43,-1,-1,12,3,5,1,2
1482.json,6,-1,43,-1,-1,12,4,5,1,2
1482.json,6,-1,43,-1,-1,12,5,5,1,2
1482.json,6,-1,43,-1,-1,12,9,5,1,2
1482.json,6,-1,43,-1,-1,12,12,5,1,2
1482.json,6,-1,43,-1,-1,12,15,5,1,2
1487.json,3,-1,-1,-1,-1,-1,20,-1,-1,2
1492.json,6,-1,-1,-1,-1,3,0,4,1,2
1492.json,6,-1,-1,-1,-1,3,0,4,13,2
1492.json,6,-1,-1,-1,-1,3,17,4,1,2
1492.json,6,-1,-1,-1,-1,3,17,4,13,2
1492.json,6,-1,-1,-1,-1,3,10,4,1,2
1492.json,6,-1,-1,-1,-1,3,10,4,13,2
1492.json,6,-1,-1,-1,-1,3,8,4,1,2
1492.json,6,-1,-1,-1,-1,3,8,4,13,2
1493.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15.json,6,-1,55,-1,0,3,0,5,1,2
15.json,6,-1,55,-1,0,3,0,5,13,2
15.json,6,-1,55,-1,0,3,8,5,1,2
15.json,6,-1,55,-1,0,3,8,5,13,2
15.json,6,-1,55,-1,0,3,10,5,1,2
15.json,6,-1,55,-1,0,3,10,5,13,2
15.json,6,-1,55,-1,0,3,13,5,1,2
15.json,6,-1,55,-1,0,3,13,5,13,2
15.json,6,-1,55,-1,0,3,17,5,1,2
15.json,6,-1,55,-1,0,3,17,5,13,2
1503.json,6,-1,21,-1,-1,3,8,7,1,4
1503.json,6,-1,21,-1,-1,3,8,7,13,4
1503.json,6,-1,21,-1,-1,3,10,7,1,4
1503.json,6,-1,21,-1,-1,3,10,7,13,4
1503.json,6,-1,21,-1,-1,12,8,7,1,4
1503.json,6,-1,21,-1,-1,12,8,7,13,4
1503.json,6,-1,21,-1,-1,12,10,7,1,4
1503.json,6,-1,21,-1,-1,12,10,7,13,4
1512.json,-1,-1,35,-1,-1,-1,-1,-1,-1,-1
1512.json,-1,-1,36,-1,-1,-1,-1,-1,-1,-1
1523.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
1523.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
1526.json,1,-1,2,-1,-1,3,8,1,6,2
1526.json,1,-1,2,-1,-1,3,9,1,6,2
1526.json,1,-1,2,-1,-1,3,10,1,6,2
1526.json,1,-1,2,-1,-1,3,12,1,6,2
1526.json,1,-1,2,-1,-1,5,8,1,6,2
1526.json,1,-1,2,-1,-1,5,9,1,6,2
1526.json,1,-1,2,-1,-1,5,10,1,6,2
1526.json,1,-1,2,-1,-1,5,12,1,6,2
1526.json,1,-1,2,-1,-1,6,8,1,6,2
1526.json,1,-1,2,-1,-1,6,9,1,6,2
1526.json,1,-1,2,-1,-1,6,10,1,6,2
1526.json,1,-1,2,-1,-1,6,12,1,6,2
1526.json,1,-1,2,-1,-1,7,8,1,6,2
1526.json,1,-1,2,-1,-1,7,9,1,6,2
1526.json,1,-1,2,-1,-1,7,10,1,6,2
1526.json,1,-1,2,-1,-1,7,12,1,6,2
1526.json,1,-1,2,-1,-1,8,8,1,6,2
1526.json,1,-1,2,-1,-1,8,9,1,6,2
1526.json,1,-1,2,-1,-1,8,10,1,6,2
1526.json,1,-1,2,-1,-1,8,12,1,6,2
1526.json,1,-1,2,-1,-1,9,8,1,6,2
1526.json,1,-1,2,-1,-1,9,9,1,6,2
1526.json,1,-1,2,-1,-1,9,10,1,6,2
1526.json,1,-1,2,-1,-1,9,12,1,6,2
1526.json,1,-1,2,-1,-1,12,8,1,6,2
1526.json,1,-1,2,-1,-1,12,9,1,6,2
1526.json,1,-1,2,-1,-1,12,10,1,6,2
1526.json,1,-1,2,-1,-1,12,12,1,6,2
1526.json,1,-1,2,-1,-1,15,8,1,6,2
1526.json,1,-1,2,-1,-1,15,9,1,6,2
1526.json,1,-1,2,-1,-1,15,10,1,6,2
1526.json,1,-1,2,-1,-1,15,12,1,6,2
1526.json,1,-1,2,-1,-1,17,8,1,6,2
1526.json,1,-1,2,-1,-1,17,9,1,6,2
1526.json,1,-1,2,-1,-1,17,10,1,6,2
1526.json,1,-1,2,-1,-1,17,12,1,6,2
1528.json,6,-1,43,-1,-1,5,8,-1,-1,4
1528.json,6,-1,43,-1,-1,5,9,-1,-1,4
1528.json,6,-1,43,-1,-1,5,10,-1,-1,4
1528.json,6,-1,43,-1,-1,5,12,-1,-1,4
1528.json,6,-1,43,-1,-1,5,13,-1,-1,4
1528.json,6,-1,43,-1,-1,6,8,-1,-1,4
1528.json,6,-1,43,-1,-1,6,9,-1,-1,4
1528.json,6,-1,43,-1,-1,6,10,-1,-1,4
1528.json,6,-1,43,-1,-1,6,12,-1,-1,4
1528.json,6,-1,43,-1,-1,6,13,-1,-1,4
1528.json,6,-1,43,-1,-1,7,8,-1,-1,4
1528.json,6,-1,43,-1,-1,7,9,-1,-1,4
1528.json,6,-1,43,-1,-1,7,10,-1,-1,4
1528.json,6,-1,43,-1,-1,7,12,-1,-1,4
1528.json,6,-1,43,-1,-1,7,13,-1,-1,4
1528.json,6,-1,43,-1,-1,8,8,-1,-1,4
1528.json,6,-1,43,-1,-1,8,9,-1,-1,4
1528.json,6,-1,43,-1,-1,8,10,-1,-1,4
1528.json,6,-1,43,-1,-1,8,12,-1,-1,4
1528.json,6,-1,43,-1,-1,8,13,-1,-1,4
1528.json,6,-1,43,-1,-1,9,8,-1,-1,4
1528.json,6,-1,43,-1,-1,9,9,-1,-1,4
1528.json,6,-1,43,-1,-1,9,10,-1,-1,4
1528.json,6,-1,43,-1,-1,9,12,-1,-1,4
1528.json,6,-1,43,-1,-1,9,13,-1,-1,4
1528.json,6,-1,43,-1,-1,12,8,-1,-1,4
1528.json,6,-1,43,-1,-1,12,9,-1,-1,4
1528.json,6,-1,43,-1,-1,12,10,-1,-1,4
1528.json,6,-1,43,-1,-1,12,12,-1,-1,4
1528.json,6,-1,43,-1,-1,12,13,-1,-1,4
1528.json,6,-1,43,-1,-1,15,8,-1,-1,4
1528.json,6,-1,43,-1,-1,15,9,-1,-1,4
1528.json,6,-1,43,-1,-1,15,10,-1,-1,4
1528.json,6,-1,43,-1,-1,15,12,-1,-1,4
1528.json,6,-1,43,-1,-1,15,13,-1,-1,4
1532.json,6,-1,33,-1,-1,1,8,4,8,2
1532.json,6,-1,33,-1,-1,1,8,4,1,2
1532.json,6,-1,33,-1,-1,1,10,4,8,2
1532.json,6,-1,33,-1,-1,1,10,4,1,2
1532.json,6,-1,33,-1,-1,3,8,4,8,2
1532.json,6,-1,33,-1,-1,3,8,4,1,2
